architectural_archetype,stories,soil_class,seismic_zone,Story,Direction,Wall,L [cm],xi [cm],D+0.25L,Story Area,Nail spacing [cm],Number sheathing panels,Number end studs,Total number studs,Tx(s),Ty(s)
P,5,C,3,4,Y,F.1,777,971.0000000000001,158861.74656624623,4918759.585999998,5,1,1,21,0.447565938162885,0.45487314485145786
P,5,C,3,4,Y,F.2,777,971.0000000000001,158861.74656624623,4918759.585999998,5,1,1,21,0.447565938162885,0.45487314485145786
P,5,C,3,4,Y,G.1,722,1177,158861.74656624623,4918759.585999998,5,1,1,20,0.447565938162885,0.45487314485145786
P,5,C,3,4,Y,H.1,799,1297,158861.74656624623,4918759.585999998,10,2,1,22,0.447565938162885,0.45487314485145786
P,5,C,3,4,Y,H.2,799,1297,158861.74656624623,4918759.585999998,10,2,1,22,0.447565938162885,0.45487314485145786
P,5,C,3,4,Y,I.1,287,1409,158861.74656624623,4918759.585999998,10,1,1,9,0.447565938162885,0.45487314485145786
P,5,C,3,4,Y,I.2,200,1409,158861.74656624623,4918759.585999998,15,1,1,7,0.447565938162885,0.45487314485145786
P,5,C,3,4,Y,I.3,200,1409,158861.74656624623,4918759.585999998,15,1,1,7,0.447565938162885,0.45487314485145786
P,5,C,3,4,Y,I.4,287,1409,158861.74656624623,4918759.585999998,10,1,1,9,0.447565938162885,0.45487314485145786
P,5,C,3,4,Y,J.1,284,1769.0000000000002,158861.74656624623,4918759.585999998,10,1,1,9,0.447565938162885,0.45487314485145786
P,5,C,3,4,Y,J.2,276,1769.0000000000002,158861.74656624623,4918759.585999998,10,1,1,9,0.447565938162885,0.45487314485145786
P,5,C,3,4,Y,J.3,422,1769.0000000000002,158861.74656624623,4918759.585999998,10,1,1,13,0.447565938162885,0.45487314485145786
P,5,C,3,4,Y,J.4,276,1769.0000000000002,158861.74656624623,4918759.585999998,10,1,1,9,0.447565938162885,0.45487314485145786
P,5,C,3,4,Y,J.5,284,1769.0000000000002,158861.74656624623,4918759.585999998,10,1,1,9,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,1.1,270,438.99999999999994,139732.82286189622,4918759.585999998,5,1,1,9,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,1.2,270,1503,139732.82286189622,4918759.585999998,5,1,1,9,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,2.1,149,886,139732.82286189622,4918759.585999998,5,1,1,6,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,2.2,149,1057,139732.82286189622,4918759.585999998,5,1,1,6,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,3.1,544,272,139732.82286189622,4918759.585999998,5,1,1,15,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,3.2,224,848,139732.82286189622,4918759.585999998,5,1,1,7,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,3.3,224,1094,139732.82286189622,4918759.585999998,5,1,1,7,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,3.4,544,1670,139732.82286189622,4918759.585999998,5,1,1,15,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,4.1,162,81,139732.82286189622,4918759.585999998,5,1,1,6,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,4.2,338,353,139732.82286189622,4918759.585999998,5,1,1,10,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,4.3,470,971.0000000000001,139732.82286189622,4918759.585999998,5,1,1,14,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,4.4,338,1589,139732.82286189622,4918759.585999998,5,1,1,10,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,4.5,162,1861,139732.82286189622,4918759.585999998,5,1,1,6,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,5.1,152,695,139732.82286189622,4918759.585999998,5,1,1,6,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,5.2,152,1247,139732.82286189622,4918759.585999998,5,1,1,6,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,6.1,570,469.00000000000006,139732.82286189622,4918759.585999998,5,1,1,16,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,6.2,570,1473,139732.82286189622,4918759.585999998,5,1,1,16,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,7.1,152,689,139732.82286189622,4918759.585999998,5,1,1,6,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,7.2,152,1243,139732.82286189622,4918759.585999998,5,1,1,6,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,8.1,162,81,139732.82286189622,4918759.585999998,5,1,1,6,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,8.2,338,353,139732.82286189622,4918759.585999998,5,1,1,10,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,8.3,470,971.0000000000001,139732.82286189622,4918759.585999998,5,1,1,14,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,8.4,338,1589,139732.82286189622,4918759.585999998,5,1,1,10,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,8.5,162,1861,139732.82286189622,4918759.585999998,5,1,1,6,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,9.1,544,272,139732.82286189622,4918759.585999998,5,1,1,15,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,9.2,224,848,139732.82286189622,4918759.585999998,5,1,1,7,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,9.3,224,1094,139732.82286189622,4918759.585999998,5,1,1,7,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,9.4,544,1670,139732.82286189622,4918759.585999998,5,1,1,15,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,10.1,149,886,139732.82286189622,4918759.585999998,5,1,1,6,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,10.2,149,1057,139732.82286189622,4918759.585999998,5,1,1,6,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,11.1,270,438.99999999999994,139732.82286189622,4918759.585999998,5,1,1,9,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,11.2,270,1503,139732.82286189622,4918759.585999998,5,1,1,9,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,B.1,284,173,139732.82286189622,4918759.585999998,15,1,1,9,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,B.2,276,173,139732.82286189622,4918759.585999998,15,1,1,9,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,B.3,422,173,139732.82286189622,4918759.585999998,15,1,1,13,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,B.4,276,173,139732.82286189622,4918759.585999998,15,1,1,9,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,B.5,284,173,139732.82286189622,4918759.585999998,15,1,1,9,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,C.1,287,533,139732.82286189622,4918759.585999998,15,1,1,9,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,C.2,200,533,139732.82286189622,4918759.585999998,15,1,1,7,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,C.3,200,533,139732.82286189622,4918759.585999998,15,1,1,7,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,C.4,287,533,139732.82286189622,4918759.585999998,15,1,1,9,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,D.1,799,645,139732.82286189622,4918759.585999998,5,1,1,22,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,D.2,799,645,139732.82286189622,4918759.585999998,5,1,1,22,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,E.1,722,765,139732.82286189622,4918759.585999998,10,1,1,20,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,F.1,777,971.0000000000001,139732.82286189622,4918759.585999998,10,1,1,21,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,F.2,777,971.0000000000001,139732.82286189622,4918759.585999998,10,1,1,21,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,G.1,722,1177,139732.82286189622,4918759.585999998,10,1,1,20,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,H.1,799,1297,139732.82286189622,4918759.585999998,5,1,1,22,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,H.2,799,1297,139732.82286189622,4918759.585999998,5,1,1,22,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,I.1,287,1409,139732.82286189622,4918759.585999998,15,1,1,9,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,I.2,200,1409,139732.82286189622,4918759.585999998,15,1,1,7,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,I.3,200,1409,139732.82286189622,4918759.585999998,15,1,1,7,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,I.4,287,1409,139732.82286189622,4918759.585999998,15,1,1,9,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,J.1,284,1769.0000000000002,139732.82286189622,4918759.585999998,15,1,1,9,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,J.2,276,1769.0000000000002,139732.82286189622,4918759.585999998,15,1,1,9,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,J.3,422,1769.0000000000002,139732.82286189622,4918759.585999998,15,1,1,13,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,J.4,276,1769.0000000000002,139732.82286189622,4918759.585999998,15,1,1,9,0.447565938162885,0.45487314485145786
P,5,C,3,5,Y,J.5,284,1769.0000000000002,139732.82286189622,4918759.585999998,15,1,1,9,0.447565938162885,0.45487314485145786
P,5,B,3,1,X,1.1,270,438.99999999999994,158870.63698164624,4918759.585999998,5,1,2,11,0.5765915346413583,0.6276391136819877
P,5,B,3,1,X,1.2,270,1503,158870.63698164624,4918759.585999998,5,1,2,11,0.5765915346413583,0.6276391136819877
P,5,B,3,1,X,2.1,149,886,158870.63698164624,4918759.585999998,10,1,1,6,0.5765915346413583,0.6276391136819877
P,5,B,3,1,X,2.2,149,1057,158870.63698164624,4918759.585999998,10,1,1,6,0.5765915346413583,0.6276391136819877
P,5,B,3,1,X,3.1,544,272,158870.63698164624,4918759.585999998,5,2,3,23,0.5765915346413583,0.6276391136819877
P,5,B,3,1,X,3.2,224,848,158870.63698164624,4918759.585999998,5,1,2,10,0.5765915346413583,0.6276391136819877
P,5,B,3,1,X,3.3,224,1094,158870.63698164624,4918759.585999998,5,1,2,10,0.5765915346413583,0.6276391136819877
P,5,B,3,1,X,3.4,544,1670,158870.63698164624,4918759.585999998,5,2,3,23,0.5765915346413583,0.6276391136819877
P,5,B,3,1,X,4.1,162,81,158870.63698164624,4918759.585999998,10,1,1,6,0.5765915346413583,0.6276391136819877
P,5,B,3,1,X,4.2,338,353,158870.63698164624,4918759.585999998,5,1,2,13,0.5765915346413583,0.6276391136819877
P,5,B,3,1,X,4.3,470,971.0000000000001,158870.63698164624,4918759.585999998,5,1,2,16,0.5765915346413583,0.6276391136819877
P,5,B,3,1,X,4.4,338,1589,158870.63698164624,4918759.585999998,5,1,2,13,0.5765915346413583,0.6276391136819877
P,5,B,3,1,X,4.5,162,1861,158870.63698164624,4918759.585999998,10,1,1,6,0.5765915346413583,0.6276391136819877
P,5,B,3,1,X,5.1,152,695,158870.63698164624,4918759.585999998,10,1,1,6,0.5765915346413583,0.6276391136819877
P,5,B,3,1,X,5.2,152,1247,158870.63698164624,4918759.585999998,10,1,1,6,0.5765915346413583,0.6276391136819877
P,5,B,3,1,X,6.1,570,469.00000000000006,158870.63698164624,4918759.585999998,5,1,2,18,0.5765915346413583,0.6276391136819877
P,5,B,3,1,X,6.2,570,1473,158870.63698164624,4918759.585999998,5,1,2,18,0.5765915346413583,0.6276391136819877
P,5,B,3,1,X,7.1,152,689,158870.63698164624,4918759.585999998,10,1,1,6,0.5765915346413583,0.6276391136819877
P,5,B,3,1,X,7.2,152,1243,158870.63698164624,4918759.585999998,10,1,1,6,0.5765915346413583,0.6276391136819877
P,5,B,3,1,X,8.1,162,81,158870.63698164624,4918759.585999998,10,1,1,6,0.5765915346413583,0.6276391136819877
P,5,B,3,1,X,8.2,338,353,158870.63698164624,4918759.585999998,5,1,2,13,0.5765915346413583,0.6276391136819877
P,5,B,3,1,X,8.3,470,971.0000000000001,158870.63698164624,4918759.585999998,5,1,2,16,0.5765915346413583,0.6276391136819877
P,5,B,3,1,X,8.4,338,1589,158870.63698164624,4918759.585999998,5,1,2,13,0.5765915346413583,0.6276391136819877
P,5,B,3,1,X,8.5,162,1861,158870.63698164624,4918759.585999998,10,1,1,6,0.5765915346413583,0.6276391136819877
P,5,B,3,1,X,9.1,544,272,158870.63698164624,4918759.585999998,5,2,3,23,0.5765915346413583,0.6276391136819877
P,5,B,3,1,X,9.2,224,848,158870.63698164624,4918759.585999998,5,1,2,10,0.5765915346413583,0.6276391136819877
P,5,B,3,1,X,9.3,224,1094,158870.63698164624,4918759.585999998,5,1,2,10,0.5765915346413583,0.6276391136819877
P,5,B,3,1,X,9.4,544,1670,158870.63698164624,4918759.585999998,5,2,3,23,0.5765915346413583,0.6276391136819877
P,5,B,3,1,X,10.1,149,886,158870.63698164624,4918759.585999998,10,1,1,6,0.5765915346413583,0.6276391136819877
P,5,B,3,1,X,10.2,149,1057,158870.63698164624,4918759.585999998,10,1,1,6,0.5765915346413583,0.6276391136819877
P,5,B,3,1,X,11.1,270,438.99999999999994,158870.63698164624,4918759.585999998,5,1,2,11,0.5765915346413583,0.6276391136819877
P,5,B,3,1,X,11.2,270,1503,158870.63698164624,4918759.585999998,5,1,2,11,0.5765915346413583,0.6276391136819877
P,5,B,3,1,Y,B.1,284,173,158870.63698164624,4918759.585999998,10,1,2,18,0.5765915346413583,0.6276391136819877
P,5,B,3,1,Y,B.2,276,173,158870.63698164624,4918759.585999998,10,1,2,13,0.5765915346413583,0.6276391136819877
P,5,B,3,1,Y,B.3,422,173,158870.63698164624,4918759.585999998,5,1,2,15,0.5765915346413583,0.6276391136819877
P,5,B,3,1,Y,B.4,276,173,158870.63698164624,4918759.585999998,10,1,2,13,0.5765915346413583,0.6276391136819877
P,5,B,3,1,Y,B.5,284,173,158870.63698164624,4918759.585999998,10,1,2,18,0.5765915346413583,0.6276391136819877
P,5,B,3,1,Y,C.1,287,533,158870.63698164624,4918759.585999998,10,1,2,13,0.5765915346413583,0.6276391136819877
P,5,B,3,1,Y,C.2,200,533,158870.63698164624,4918759.585999998,15,1,2,12,0.5765915346413583,0.6276391136819877
P,5,B,3,1,Y,C.3,200,533,158870.63698164624,4918759.585999998,15,1,2,12,0.5765915346413583,0.6276391136819877
P,5,B,3,1,Y,C.4,287,533,158870.63698164624,4918759.585999998,10,1,2,13,0.5765915346413583,0.6276391136819877
P,5,B,3,1,Y,D.1,799,645,158870.63698164624,4918759.585999998,5,1,2,30,0.5765915346413583,0.6276391136819877
P,5,B,3,1,Y,D.2,799,645,158870.63698164624,4918759.585999998,5,1,2,30,0.5765915346413583,0.6276391136819877
P,5,B,3,1,Y,E.1,722,765,158870.63698164624,4918759.585999998,5,1,2,28,0.5765915346413583,0.6276391136819877
P,5,B,3,1,Y,F.1,777,971.0000000000001,158870.63698164624,4918759.585999998,5,1,2,29,0.5765915346413583,0.6276391136819877
P,5,B,3,1,Y,F.2,777,971.0000000000001,158870.63698164624,4918759.585999998,5,1,2,29,0.5765915346413583,0.6276391136819877
P,5,B,3,1,Y,G.1,722,1177,158870.63698164624,4918759.585999998,5,1,2,28,0.5765915346413583,0.6276391136819877
P,5,B,3,1,Y,H.1,799,1297,158870.63698164624,4918759.585999998,5,1,2,30,0.5765915346413583,0.6276391136819877
P,5,B,3,1,Y,H.2,799,1297,158870.63698164624,4918759.585999998,5,1,2,30,0.5765915346413583,0.6276391136819877
P,5,B,3,1,Y,I.1,287,1409,158870.63698164624,4918759.585999998,10,1,2,13,0.5765915346413583,0.6276391136819877
P,5,B,3,1,Y,I.2,200,1409,158870.63698164624,4918759.585999998,15,1,2,12,0.5765915346413583,0.6276391136819877
P,5,B,3,1,Y,I.3,200,1409,158870.63698164624,4918759.585999998,15,1,2,12,0.5765915346413583,0.6276391136819877
P,5,B,3,1,Y,I.4,287,1409,158870.63698164624,4918759.585999998,10,1,2,13,0.5765915346413583,0.6276391136819877
P,5,B,3,1,Y,J.1,284,1769.0000000000002,158870.63698164624,4918759.585999998,10,1,2,18,0.5765915346413583,0.6276391136819877
P,5,B,3,1,Y,J.2,276,1769.0000000000002,158870.63698164624,4918759.585999998,10,1,2,13,0.5765915346413583,0.6276391136819877
P,5,B,3,1,Y,J.3,422,1769.0000000000002,158870.63698164624,4918759.585999998,5,1,2,15,0.5765915346413583,0.6276391136819877
P,5,B,3,1,Y,J.4,276,1769.0000000000002,158870.63698164624,4918759.585999998,10,1,2,13,0.5765915346413583,0.6276391136819877
P,5,B,3,1,Y,J.5,284,1769.0000000000002,158870.63698164624,4918759.585999998,10,1,2,18,0.5765915346413583,0.6276391136819877
P,5,B,3,2,X,1.1,270,438.99999999999994,158327.68132224624,4918759.585999998,5,1,1,9,0.5765915346413583,0.6276391136819877
P,5,B,3,2,X,1.2,270,1503,158327.68132224624,4918759.585999998,5,1,1,9,0.5765915346413583,0.6276391136819877
P,5,B,3,2,X,2.1,149,886,158327.68132224624,4918759.585999998,10,1,1,6,0.5765915346413583,0.6276391136819877
P,5,B,3,2,X,2.2,149,1057,158327.68132224624,4918759.585999998,10,1,1,6,0.5765915346413583,0.6276391136819877
P,5,B,3,2,X,3.1,544,272,158327.68132224624,4918759.585999998,5,2,2,19,0.5765915346413583,0.6276391136819877
P,5,B,3,2,X,3.2,224,848,158327.68132224624,4918759.585999998,10,1,1,8,0.5765915346413583,0.6276391136819877
P,5,B,3,2,X,3.3,224,1094,158327.68132224624,4918759.585999998,10,1,1,8,0.5765915346413583,0.6276391136819877
P,5,B,3,2,X,3.4,544,1670,158327.68132224624,4918759.585999998,5,2,2,19,0.5765915346413583,0.6276391136819877
P,5,B,3,2,X,4.1,162,81,158327.68132224624,4918759.585999998,10,1,1,6,0.5765915346413583,0.6276391136819877
P,5,B,3,2,X,4.2,338,353,158327.68132224624,4918759.585999998,5,1,1,11,0.5765915346413583,0.6276391136819877
P,5,B,3,2,X,4.3,470,971.0000000000001,158327.68132224624,4918759.585999998,5,1,2,16,0.5765915346413583,0.6276391136819877
P,5,B,3,2,X,4.4,338,1589,158327.68132224624,4918759.585999998,5,1,1,11,0.5765915346413583,0.6276391136819877
P,5,B,3,2,X,4.5,162,1861,158327.68132224624,4918759.585999998,10,1,1,6,0.5765915346413583,0.6276391136819877
P,5,B,3,2,X,5.1,152,695,158327.68132224624,4918759.585999998,15,1,1,6,0.5765915346413583,0.6276391136819877
P,5,B,3,2,X,5.2,152,1247,158327.68132224624,4918759.585999998,15,1,1,6,0.5765915346413583,0.6276391136819877
P,5,B,3,2,X,6.1,570,469.00000000000006,158327.68132224624,4918759.585999998,5,1,1,16,0.5765915346413583,0.6276391136819877
P,5,B,3,2,X,6.2,570,1473,158327.68132224624,4918759.585999998,5,1,1,16,0.5765915346413583,0.6276391136819877
P,5,B,3,2,X,7.1,152,689,158327.68132224624,4918759.585999998,15,1,1,6,0.5765915346413583,0.6276391136819877
P,5,B,3,2,X,7.2,152,1243,158327.68132224624,4918759.585999998,15,1,1,6,0.5765915346413583,0.6276391136819877
P,5,B,3,2,X,8.1,162,81,158327.68132224624,4918759.585999998,10,1,1,6,0.5765915346413583,0.6276391136819877
P,5,B,3,2,X,8.2,338,353,158327.68132224624,4918759.585999998,5,1,1,11,0.5765915346413583,0.6276391136819877
P,5,B,3,2,X,8.3,470,971.0000000000001,158327.68132224624,4918759.585999998,5,1,2,16,0.5765915346413583,0.6276391136819877
P,5,B,3,2,X,8.4,338,1589,158327.68132224624,4918759.585999998,5,1,1,11,0.5765915346413583,0.6276391136819877
P,5,B,3,2,X,8.5,162,1861,158327.68132224624,4918759.585999998,10,1,1,6,0.5765915346413583,0.6276391136819877
P,5,B,3,2,X,9.1,544,272,158327.68132224624,4918759.585999998,5,2,2,19,0.5765915346413583,0.6276391136819877
P,5,B,3,2,X,9.2,224,848,158327.68132224624,4918759.585999998,10,1,1,8,0.5765915346413583,0.6276391136819877
P,5,B,3,2,X,9.3,224,1094,158327.68132224624,4918759.585999998,10,1,1,8,0.5765915346413583,0.6276391136819877
P,5,B,3,2,X,9.4,544,1670,158327.68132224624,4918759.585999998,5,2,2,19,0.5765915346413583,0.6276391136819877
P,5,B,3,2,X,10.1,149,886,158327.68132224624,4918759.585999998,10,1,1,6,0.5765915346413583,0.6276391136819877
P,5,B,3,2,X,10.2,149,1057,158327.68132224624,4918759.585999998,10,1,1,6,0.5765915346413583,0.6276391136819877
P,5,B,3,2,X,11.1,270,438.99999999999994,158327.68132224624,4918759.585999998,5,1,1,9,0.5765915346413583,0.6276391136819877
P,5,B,3,2,X,11.2,270,1503,158327.68132224624,4918759.585999998,5,1,1,9,0.5765915346413583,0.6276391136819877
P,5,B,3,2,Y,B.1,284,173,158327.68132224624,4918759.585999998,10,1,2,18,0.5765915346413583,0.6276391136819877
P,5,B,3,2,Y,B.2,276,173,158327.68132224624,4918759.585999998,10,1,1,9,0.5765915346413583,0.6276391136819877
P,5,B,3,2,Y,B.3,422,173,158327.68132224624,4918759.585999998,10,1,1,13,0.5765915346413583,0.6276391136819877
P,5,B,3,2,Y,B.4,276,173,158327.68132224624,4918759.585999998,10,1,1,9,0.5765915346413583,0.6276391136819877
P,5,B,3,2,Y,B.5,284,173,158327.68132224624,4918759.585999998,10,1,2,18,0.5765915346413583,0.6276391136819877
P,5,B,3,2,Y,C.1,287,533,158327.68132224624,4918759.585999998,10,1,1,11,0.5765915346413583,0.6276391136819877
P,5,B,3,2,Y,C.2,200,533,158327.68132224624,4918759.585999998,15,1,1,8,0.5765915346413583,0.6276391136819877
P,5,B,3,2,Y,C.3,200,533,158327.68132224624,4918759.585999998,15,1,1,8,0.5765915346413583,0.6276391136819877
P,5,B,3,2,Y,C.4,287,533,158327.68132224624,4918759.585999998,10,1,1,11,0.5765915346413583,0.6276391136819877
P,5,B,3,2,Y,D.1,799,645,158327.68132224624,4918759.585999998,5,1,1,22,0.5765915346413583,0.6276391136819877
P,5,B,3,2,Y,D.2,799,645,158327.68132224624,4918759.585999998,5,1,1,22,0.5765915346413583,0.6276391136819877
P,5,B,3,2,Y,E.1,722,765,158327.68132224624,4918759.585999998,5,1,1,20,0.5765915346413583,0.6276391136819877
P,5,B,3,2,Y,F.1,777,971.0000000000001,158327.68132224624,4918759.585999998,5,1,1,21,0.5765915346413583,0.6276391136819877
P,5,B,3,2,Y,F.2,777,971.0000000000001,158327.68132224624,4918759.585999998,5,1,1,21,0.5765915346413583,0.6276391136819877
P,5,B,3,2,Y,G.1,722,1177,158327.68132224624,4918759.585999998,5,1,1,20,0.5765915346413583,0.6276391136819877
P,5,B,3,2,Y,H.1,799,1297,158327.68132224624,4918759.585999998,5,1,1,22,0.5765915346413583,0.6276391136819877
P,5,B,3,2,Y,H.2,799,1297,158327.68132224624,4918759.585999998,5,1,1,22,0.5765915346413583,0.6276391136819877
P,5,B,3,2,Y,I.1,287,1409,158327.68132224624,4918759.585999998,10,1,1,11,0.5765915346413583,0.6276391136819877
P,5,B,3,2,Y,I.2,200,1409,158327.68132224624,4918759.585999998,15,1,1,8,0.5765915346413583,0.6276391136819877
P,5,B,3,2,Y,I.3,200,1409,158327.68132224624,4918759.585999998,15,1,1,8,0.5765915346413583,0.6276391136819877
P,5,B,3,2,Y,I.4,287,1409,158327.68132224624,4918759.585999998,10,1,1,11,0.5765915346413583,0.6276391136819877
P,5,B,3,2,Y,J.1,284,1769.0000000000002,158327.68132224624,4918759.585999998,10,1,2,18,0.5765915346413583,0.6276391136819877
P,5,B,3,2,Y,J.2,276,1769.0000000000002,158327.68132224624,4918759.585999998,10,1,1,9,0.5765915346413583,0.6276391136819877
